	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
5074	Lalage tricolor				LC				LC	LC			LC				LC		LC			
5075	Lalage typica				VU				VU				VU				VU					
5076	Lampornis amethystinus				LC				LC	LC			LC				LC					
5077	Lampornis calolaemus				LC				LC	LC			LC				LC					
5078	Lampornis castaneoventris														LC		LC					
5079	Lampornis cinereicauda														LC		LC					
5080	Lampornis clemenciae				LC				LC	LC			LC				LC					
5081	Lampornis hemileucus				LC				LC	LC			LC				LC					
5082	Lampornis sybillae				LC				LC	LC			LC				LC		LC			
5083	Lampornis viridipallens				LC				LC	LC			LC				LC					
5084	Lamprolaima rhami				LC				LC	LC			LC				LC					
5085	Lamprolia klinesmithi																VU	VU				
5086	Lamprolia victoriae																NT					
5087	Lampropsar tanagrinus				LC				LC	LC			LC				LC		LC			
5088	Lamprospiza melanoleuca				LC				LC	LC			LC				LC					
5089	Lamprotornis acuticaudus				LC				LC	LC			LC				LC					
5090	Lamprotornis albicapillus				LC				LC	LC			LC				LC					
5091	Lamprotornis australis				LC				LC	LC			LC				LC		LC			
5092	Lamprotornis benguelensis																LC					
5093	Lamprotornis bicolor				LC				LC	LC			LC				LC					
5094	Lamprotornis caudatus				LC				LC	LC			LC				LC					
5095	Lamprotornis chalcurus				LC				LC	LC			LC				LC					
5096	Lamprotornis chalybaeus				LC				LC	LC			LC				LC					
5097	Lamprotornis chloropterus																LC					
5098	Lamprotornis fischeri				LC				LC	LC			LC				LC					
5099	Lamprotornis hildebrandti				LC				LC	LC			LC				LC					
5100	Lamprotornis iris				DD				DD				DD			LC	LC					
5101	Lamprotornis mevesii																LC					
5102	Lamprotornis nitens				LC				LC	LC			LC				LC		LC			
5103	Lamprotornis ornatus				LC				LC	LC			LC				LC		LC			
5104	Lamprotornis pulcher				LC				LC	LC			LC				LC		LC			
5105	Lamprotornis purpureus				LC				LC	LC			LC				LC		LC			
5106	Lamprotornis purpuroptera				LC				LC	LC			LC				LC					
5107	Lamprotornis regius				LC				LC	LC			LC				LC					
5108	Lamprotornis shelleyi				LC				LC	LC			LC				LC					
5109	Lamprotornis splendidus				LC				LC	LC			LC				LC		LC			
5110	Lamprotornis superbus				LC				LC	LC			LC				LC					
5111	Lamprotornis unicolor				LC				LC	LC			LC				LC					
5112	Lamprotornis violacior																LC					
5113	Laniarius aethiopicus																LC					
5114	Laniarius amboimensis				EN				EN				EN	EN			EN					
5115	Laniarius atrococcineus				LC				LC	LC			LC				LC					
5116	Laniarius atroflavus				LC				LC	LC			LC				LC					
5117	Laniarius barbarus				LC				LC	LC			LC				LC					
5118	Laniarius bicolor				LC				LC	LC			LC				LC					
5119	Laniarius brauni				EN				EN				EN				EN					
5120	Laniarius erythrogaster				LC				LC	LC			LC				LC					
5121	Laniarius ferrugineus				LC				LC	LC			LC				LC					
5122	Laniarius fuelleborni				LC				LC	LC			LC				LC					
5123	Laniarius funebris				LC				LC	LC			LC				LC					
5124	Laniarius holomelas																LC					
5125	Laniarius leucorhynchus				LC				LC	LC			LC				LC	LC				
5126	Laniarius luehderi				LC				LC	LC			LC				LC					
5127	Laniarius mufumbiri				NT				NT				NT	NT			NT					
5128	Laniarius nigerrimus																LC	LC				
5129	Laniarius poensis																LC					
5130	Laniarius ruficeps				LC				LC	LC			LC				LC					
5131	Laniarius sublacteus																LC	LC				
5132	Laniarius turatii				LC				LC	LC			LC				LC					
5133	Laniellus albonotatus				NT				NT				NT				NT	NT				
5134	Laniellus langbianis				EN				EN				EN				EN					
5135	Laniisoma buckleyi				LC												NT					
5136	Laniisoma elegans				NT												NT	NT				
5137	Lanio aurantius				LC				LC	LC			LC				LC					
5138	Lanio fulvus				LC				LC	LC			LC				LC					
5139	Lanio leucothorax				LC				LC	LC			LC				LC					
5140	Lanio versicolor				LC				LC	LC			LC				LC					
5141	Laniocera hypopyrra				LC				LC	LC			LC				LC	LC				
5142	Laniocera rufescens				LC				LC	LC			LC				LC					
5143	Lanioturdus torquatus				LC				LC	LC			LC				LC					
5144	Lanius borealis																LC					
5145	Lanius bucephalus				LC				LC	LC			LC				LC	LC				
5146	Lanius cabanisi				LC				LC	LC			LC				LC					
5147	Lanius collaris																LC					
5148	Lanius collurio				LC				LC	LC			LC				LC					
5149	Lanius collurioides				LC				LC	LC			LC				LC					
5150	Lanius cristatus				LC				LC	LC			LC				LC					
5151	Lanius dorsalis				LC				LC	LC			LC				LC					
5152	Lanius excubitor																LC	LC				
5153	Lanius excubitoroides				LC				LC	LC			LC				LC					
5154	Lanius giganteus																LC		LC			
5155	Lanius gubernator				LC				LC	LC			LC				LC	LC				
5156	Lanius isabellinus																LC					
5157	Lanius ludovicianus				LC				LC	LC			LC				LC	NT				
5158	Lanius mackinnoni				LC				LC	LC			LC				LC					
5159	Lanius meridionalis				LC												LC	VU				
5160	Lanius minor				LC				LC	LC			LC				LC					
5161	Lanius newtoni				CR				CR	CR	CR		CR			CR	CR		CR			
5162	Lanius nubicus				LC				LC	LC			LC				LC					
5163	Lanius phoenicuroides																LC					
5164	Lanius schach				LC				LC	LC			LC				LC					
5165	Lanius senator				LC				LC	LC			LC				LC					
5166	Lanius somalicus				LC				LC	LC			LC				LC					
5167	Lanius souzae				LC				LC	LC			LC				LC	LC				
5168	Lanius sphenocercus																LC					
5169	Lanius tephronotus				LC				LC	LC			LC				LC					
5170	Lanius tigrinus				LC				LC	LC			LC				LC					
5171	Lanius validirostris				NT				NT				NT				NT					
5172	Lanius vittatus				LC				LC	LC			LC				LC					
5173	Larosterna inca				NT		NT		NT		NT		NT				NT		NT			
5174	Larus argentatus														LC	LC	LC		LC			
5175	Larus armenicus				LC				LC	LC					LC	NT	NT	NT				
5176	Larus atlanticus				VU		VU		VU				VU	NT			NT		NT			
5177	Larus atricilla				LC				LC	LC			LC				LC		LC			
5178	Larus audouinii				NT		NT		NT		NT		NT			LC	LC		LC			
5179	Larus belcheri				LC				LC	LC			LC				LC		LC			
5180	Larus brunnicephalus				LC				LC	LC			LC	LC			LC		LC			
5181	Larus bulleri				VU	EN	EN		EN				EN			EN	EN					
5182	Larus cachinnans										LC		LC	LC	LC		LC	LC	LC			
5183	Larus californicus				LC				LC	LC			LC				LC		LC			
5184	Larus canus				LC				LC	LC			LC				LC		LC	LC		
5185	Larus cirrocephalus				LC				LC	LC			LC				LC		LC			
5186	Larus crassirostris				LC				LC	LC			LC				LC		LC			
5187	Larus delawarensis				LC				LC	LC			LC				LC		LC			
5188	Larus dominicanus				LC				LC	LC			LC				LC		LC			
5189	Larus fuliginosus				VU		VU		VU		VU		VU				VU		VU			
5190	Larus fuscus				LC				LC	LC			LC				LC		LC			
5191	Larus genei				LC				LC	LC			LC				LC	LC	LC	LC		
5192	Larus glaucescens				LC				LC	LC			LC				LC		LC			
5193	Larus glaucoides																		LC	LC		
5194	Larus hartlaubii				LC				LC	LC			LC				LC		LC			
5195	Larus heermanni				NT		NT		NT		NT		NT				NT	NT	NT			
5196	Larus hemprichii				LC				LC	LC			LC				LC		LC			
5197	Larus hyperboreus				LC				LC	LC			LC				LC		LC			
5198	Larus ichthyaetus				LC				LC	LC			LC				LC		LC			
5199	Larus leucophthalmus				NT		NT		NT		NT		NT				NT		LC			
5200	Larus livens				LC				LC	LC			LC				LC		LC			
5201	Larus maculipennis				LC				LC	LC			LC				LC		LC			
5202	Larus marinus				LC				LC	LC			LC				LC		LC			
5203	Larus melanocephalus				LC				LC	LC			LC				LC		LC	LC		
5204	Larus michahellis														LC		LC	LC	LC	LC		
5205	Larus modestus				LC				LC	LC			LC				LC		LC			
5206	Larus novaehollandiae														LC		LC		LC			
5207	Larus occidentalis				LC				LC	LC			LC				LC		LC			
5208	Larus pacificus				LC				LC	LC			LC				LC		LC			
5209	Larus philadelphia				LC				LC	LC			LC				LC		LC			
5210	Larus pipixcan				LC				LC	LC			LC				LC		LC			
5211	Larus relictus				VU		VU	VU	VU				VU				VU	VU				
5212	Larus ridibundus				LC				LC	LC			LC				LC	LC	LC			
5213	Larus schistisagus				LC				LC	LC			LC				LC		LC			
5214	Larus scoresbii				LC				LC	LC			LC				LC	LC	LC			
5215	Larus serranus				LC				LC	LC			LC				LC					
5216	Larus smithsonianus														LC		LC		LC			
5217	Larvivora akahige																LC	LC				
5218	Larvivora brunnea				LC				LC	LC			LC				LC		LC	LC		
5219	Larvivora cyane				LC				LC	LC			LC				LC					
5220	Larvivora komadori																NT					
5221	Larvivora namiyei																NT					
5222	Larvivora ruficeps				VU				VU				VU	EN			EN	EN				
5223	Larvivora sibilans				LC				LC	LC			LC				LC					
5224	Larvivora tanensis																VU					
5225	Laterallus albigularis				LC				LC	LC			LC				LC					
5226	Laterallus exilis				LC				LC	LC			LC				LC					
5227	Laterallus jamaicensis				NT		NT		NT				NT				NT	NT		EN		
5228	Laterallus leucopyrrhus				LC				LC	LC			LC				LC					
5229	Laterallus levraudi				EN				EN				EN				EN		VU			
5230	Laterallus melanophaius				LC				LC	LC			LC				LC					
5231	Laterallus ruber				LC				LC	LC			LC				LC					
5232	Laterallus spilonota				VU		VU		VU				VU		VU		VU					
5233	Laterallus tuerosi				EN				EN				EN				EN					
5234	Laterallus xenopterus				VU		VU		VU				VU				VU					
5235	Lathamus discolor				EN		EN		EN				EN	EN		CR	CR		CR			
5236	Lathrotriccus euleri				LC				LC	LC			LC				LC					
5237	Lathrotriccus griseipectus				VU				VU				VU				VU					
5238	Laticilla burnesii																NT					
5239	Laticilla cinerascens																EN					
5240	Legatus leucophaius				LC				LC	LC			LC				LC		LC			
5241	Leiopicus auriceps				LC				LC	LC			LC				LC					
5242	Leiopicus mahrattensis				LC				LC	LC			LC				LC					
5243	Leiopicus medius				LC				LC	LC			LC				LC		LC			
5244	Leioptila annectens				LC				LC	LC			LC				LC					
5245	Leiothlypis celata				LC				LC	LC			LC				LC					
5246	Leiothlypis crissalis				NT				NT				LC				LC			LC		
5247	Leiothlypis luciae				LC				LC	LC			LC				LC					
5248	Leiothlypis peregrina				LC				LC	LC			LC				LC					
5249	Leiothlypis ruficapilla				LC				LC	LC			LC				LC					
5250	Leiothlypis virginiae				LC				LC	LC			LC				LC					
5251	Leiothrix argentauris																LC					
5252	Leiothrix laurinae																EN	EN				
5253	Leiothrix lutea				LC				LC	LC			LC				LC					
5254	Leipoa ocellata				VU				VU				VU				VU					
5255	Leistes bellicosus				LC				LC	LC			LC				LC		LC			
5256	Leistes defilippii				VU			VU	VU				VU				VU		VU	VU		
5257	Leistes loyca				LC				LC	LC			LC				LC		LC			
5258	Leistes militaris				LC				LC	LC			LC				LC		LC			
5259	Leistes superciliaris				LC				LC	LC			LC				LC		LC			
5260	Leonardina woodi				LC				LC	LC			LC				LC					
5261	Lepidocolaptes affinis																LC	LC				
5262	Lepidocolaptes albolineatus																LC					
5263	Lepidocolaptes angustirostris				LC				LC	LC			LC				LC	LC				
5264	Lepidocolaptes duidae																LC					
5265	Lepidocolaptes falcinellus						LC		LC	LC			LC				LC	LC				
5266	Lepidocolaptes fatimalimae																LC	LC				
5267	Lepidocolaptes fuscicapillus																LC					
5268	Lepidocolaptes lacrymiger						LC		LC	LC			LC				LC					
5269	Lepidocolaptes leucogaster				LC				LC	LC			LC				LC					
5270	Lepidocolaptes neglectus																LC	LC				
5271	Lepidocolaptes souleyetii				LC				LC	LC			LC				LC					
5272	Lepidocolaptes squamatus						LC		LC	LC			LC				LC					
5273	Lepidogrammus cumingi				LC				LC	LC			LC				LC					
5274	Lepidopyga coeruleogularis				LC				LC	LC			LC				LC					
5275	Lepidopyga goudoti				LC				LC	LC			LC				LC					
5276	Lepidopyga lilliae				CR				CR	CR			CR	CR	CR	CR	CR		CR			
5277	Lepidopygia nana				LC				LC	LC			LC				LC					
5278	Lepidothrix coeruleocapilla				LC				LC	LC			LC				LC		LC			
5279	Lepidothrix coronata				LC				LC	LC			LC				LC					
5280	Lepidothrix iris				LC				LC	LC			VU				VU					
5281	Lepidothrix isidorei				LC				LC	LC			NT				NT					
5282	Lepidothrix nattereri				LC				LC	LC			LC				LC		LC			
5283	Lepidothrix serena				LC				LC	LC			LC				LC					
5284	Lepidothrix suavissima				LC				LC	LC			LC				LC		LC			
5285	Lepidothrix vilasboasi				VU	VU	VU		VU			VU	VU	VU			VU					
5286	Leptasthenura aegithaloides																LC					
5287	Leptasthenura andicola				LC				LC	LC			LC				LC	LC				
5288	Leptasthenura berlepschi																LC					
5289	Leptasthenura fuliginiceps				LC				LC	LC			LC				LC					
5290	Leptasthenura pallida																LC					
5291	Leptasthenura pileata				LC				LC	LC			LC				LC					
5292	Leptasthenura platensis				LC				LC	LC			LC				LC					
5293	Leptasthenura setaria				NT				NT				NT				NT					
5294	Leptasthenura striata				LC				LC	LC			LC				LC					
5295	Leptasthenura striolata				LC				LC	LC			LC				LC					
5296	Leptasthenura xenothorax				EN				EN				EN				EN					
5297	Leptocoma aspasia				LC				LC	LC			LC				LC		LC			
5298	Leptocoma brasiliana																LC					
5299	Leptocoma calcostetha				LC				LC	LC			LC				LC					
5300	Leptocoma juliae																LC					
5301	Leptocoma minima				LC				LC	LC			LC				LC					
5302	Leptocoma sperata																LC		LC			
5303	Leptocoma zeylonica				LC				LC	LC			LC				LC					
5304	Leptodon cayanensis				LC				LC	LC			LC				LC					
5305	Leptodon forbesi				CR				CR	CR	CR	CR	CR	CR		CR	CR	EN	EN			
5306	Leptopoecile elegans				LC				LC	LC			LC				LC		LC			
5307	Leptopoecile sophiae				LC				LC	LC			LC				LC					
5308	Leptopogon albidiventer																LC					
5309	Leptopogon amaurocephalus				LC				LC	LC			LC				LC		LC			
5310	Leptopogon rufipectus				LC				LC	LC			LC				LC	LC				
5311	Leptopogon superciliaris																LC	LC				
5312	Leptopogon taczanowskii				LC				LC	LC			NT				NT					
5313	Leptopterus chabert				LC				LC	LC			LC				LC					
5314	Leptoptilos crumenifer				LC				LC	LC			LC				LC					
5315	Leptoptilos dubius				EN		EN	EN	EN				EN	EN			EN					
5316	Leptoptilos javanicus				VU		VU		VU				VU	VU			VU	VU				
5317	Leptosittaca branickii				VU				VU				VU				VU					
5318	Leptosomus discolor				LC				LC	LC			LC				LC					
5319	Leptotila battyi				VU				VU				VU				VU					
5320	Leptotila cassinii				LC				LC	LC			LC				LC		LC			
5321	Leptotila conoveri				EN				EN				EN	EN			EN					
5322	Leptotila jamaicensis				LC				LC	LC			LC				LC		LC			
5323	Leptotila megalura				LC				LC	LC			LC				LC					
5324	Leptotila ochraceiventris				VU				VU				VU				VU					
5325	Leptotila pallida				LC				LC	LC			LC				LC		LC			
5326	Leptotila plumbeiceps				LC				LC	LC			LC				LC		LC			
5327	Leptotila rufaxilla				LC				LC	LC			LC				LC		LC			
5328	Leptotila verreauxi				LC				LC	LC			LC				LC					
5329	Leptotila wellsi				CR				CR	CR	CR		CR	CR		CR	CR		CR			
5330	Leptotrygon veraguensis				LC				LC	LC			LC				LC		LC			
5331	Lerwa lerwa				LC				LC	LC			LC				LC					
5332	Lesbia nuna				LC				LC	LC			LC				LC					
5333	Lesbia victoriae				LC				LC	LC			LC				LC					
5334	Lessonia oreas				LC				LC	LC			LC				LC					
5335	Lessonia rufa				LC				LC	LC			LC				LC					
5336	Leucippus baeri				LC				LC	LC			LC				LC					
5337	Leucippus chlorocercus				LC				LC	LC			LC				LC					
5338	Leucippus fallax				LC				LC	LC			LC				LC		LC			
5339	Leucippus taczanowskii				LC				LC	LC			LC				LC					
5340	Leucocarbo atriceps														LC		LC		LC			
5341	Leucocarbo bougainvilliorum				NT		NT		NT		NT		NT		NT		NT		NT			
5342	Leucocarbo campbelli				VU	VU	VU		VU				VU				VU		VU			
5343	Leucocarbo carunculatus				VU	VU			VU		VU		VU				VU		VU			
5344	Leucocarbo chalconotus				VU	VU	VU		VU		VU		VU				VU		VU			
5345	Leucocarbo colensoi				VU	VU			VU		VU		VU				VU		VU			
5346	Leucocarbo magellanicus				LC				LC	LC			LC				LC		LC			
5347	Leucocarbo onslowi				EN	CR		CR	CR	CR	CR		CR				CR		CR			
5348	Leucocarbo ranfurlyi				VU	VU			VU		VU		VU				VU	VU	VU			
5349	Leucocarbo verrucosus														LC		LC		LC			
5350	Leucochloris albicollis				LC				LC	LC			LC				LC					
5351	Leucogeranus leucogeranus				CR		CR	CR	CR	CR	CR		CR	CR	CR	CR	CR		CR			
5352	Leuconotopicus albolarvatus				LC				LC	LC			LC				LC					
5353	Leuconotopicus arizonae				LC				LC	LC			LC				LC					
5354	Leuconotopicus borealis				VU			VU	VU		VU		VU	NT			NT	NT				
5355	Leuconotopicus fumigatus				LC				LC	LC			LC				LC					
5356	Leuconotopicus stricklandi				LC				LC	LC			LC				LC					
5357	Leuconotopicus villosus				LC				LC	LC			LC				LC					
5358	Leucopeza semperi				CR				CR	CR	CR		CR				CR					
5359	Leucopsar rothschildi				CR		CR		CR	CR	CR		CR	CR		CR	CR		CR			
5360	Leucopternis kuhli				LC				LC	LC			LC				LC					
5361	Leucopternis melanops				LC				LC	LC			LC				LC					
5362	Leucopternis semiplumbeus				LC				LC	LC			LC				LC					
5363	Leucosarcia melanoleuca				LC				LC	LC			LC				LC					
5364	Leucosticte arctoa				LC				LC	LC			LC				LC		LC			
5365	Leucosticte atrata				LC				LC	LC			LC				LC		EN			
5366	Leucosticte australis				LC				LC	LC			LC				LC		EN			
5367	Leucosticte brandti				LC				LC	LC			LC				LC	LC	LC			
5368	Leucosticte nemoricola				LC				LC	LC			LC				LC		LC			
5369	Leucosticte tephrocotis				LC				LC	LC			LC				LC		LC			
5370	Lewinia mirifica				DD				DD				DD				DD					
5371	Lewinia muelleri				VU		VU		VU				VU				VU					
5372	Lewinia pectoralis				LC				LC	LC			LC				LC					
5373	Lewinia striata				LC				LC	LC			LC				LC					
5374	Lichenostomus cratitius				LC				LC	LC			LC				LC					
5375	Lichenostomus melanops				LC				LC	LC			LC				LC					
5376	Lichmera alboauricularis				LC				LC	LC			LC				LC					
5377	Lichmera argentauris				LC				LC	LC			LC				LC					
5378	Lichmera deningeri				LC				LC	LC			LC				LC					
5379	Lichmera flavicans				LC				LC	LC			LC				LC		LC			
5380	Lichmera incana				LC				LC	LC			LC				LC		LC			
5381	Lichmera indistincta																LC					
5382	Lichmera lombokia				LC				LC	LC			LC				LC		LC			
5383	Lichmera monticola				LC				LC	LC			LC				LC		LC			
5384	Lichmera notabilis				NT				NT				NT			LC	LC					
5385	Lichmera squamata				LC				LC	LC			LC				LC		LC			
5386	Limnoctites rectirostris				NT				NT				NT				NT			NT		
5387	Limnodromus griseus				LC				LC	LC			LC				LC					
5388	Limnodromus scolopaceus				LC				LC	LC			LC				LC					
5389	Limnodromus semipalmatus				NT		NT		NT				NT				NT					
5390	Limnornis curvirostris				LC				LC	LC			LC				LC					
5391	Limnothlypis swainsonii				LC				LC	LC			LC				LC		LC			
5392	Limosa fedoa				LC				LC	LC			LC				LC					
5393	Limosa haemastica				LC				LC	LC			LC				LC					
5394	Limosa lapponica				LC				LC	LC			LC			NT	NT	NT				
