	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
3254	Myosorex babaulti				VU				NT											LC	
3255	Myosorex blarina				VU				EN												
3256	Myosorex bururiensis																VU				
3257	Myosorex cafer				LC				LC								LC				
3258	Myosorex eisentrauti				CR				CR								CR				
3259	Myosorex geata				DD				EN								EN				
3260	Myosorex gnoskei																EN				
3261	Myosorex jejei																VU				
3262	Myosorex kabogoensis																			DD	
3263	Myosorex kihaulei				EN				EN											EN	
3264	Myosorex longicaudatus				VU				VU												
3265	Myosorex okuensis				EN				EN								VU				
3266	Myosorex rumpii				CR				EN								EN				
3267	Myosorex schalleri				DD				DD								DD				
3268	Myosorex sclateri				VU				NT												
3269	Myosorex tenuis				DD				DD												
3270	Myosorex varius				LC				LC								LC				
3271	Myosorex zinki				VU				VU								LC				
3272	Myospalax aspalax								LC								LC				
3273	Myospalax myospalax								LC								LC				
3274	Myospalax psilurus								LC								LC				
3275	Myotis adversus								LC												
3276	Myotis aelleni								DD								DD				
3277	Myotis albescens								LC								LC				
3278	Myotis alcathoe								DD								DD				
3279	Myotis altarium								LC											LC	
3280	Myotis anjouanensis				DD				DD											DD	
3281	Myotis annamiticus								DD								DD				
3282	Myotis annatessae																			DD	
3283	Myotis annectans								LC												
3284	Myotis atacamensis								NT								EN				
3285	Myotis ater								LC												
3286	Myotis aurascens								LC								LC				
3287	Myotis auriculus								LC									LC			
3288	Myotis australis								DD												
3289	Myotis austroriparius								LC									LC			
3290	Myotis badius																			DD	
3291	Myotis bechsteinii								NT								NT				
3292	Myotis blythii								LC								LC				
3293	Myotis bocagii				LC				LC									LC			
3294	Myotis bombinus								NT											NT	
3295	Myotis borneoensis																	DD			
3296	Myotis brandtii								LC												
3297	Myotis bucharensis								DD											DD	
3298	Myotis californicus								LC									LC			
3299	Myotis capaccinii								VU								VU				
3300	Myotis chiloensis								LC								LC				
3301	Myotis chinensis								LC											LC	
3302	Myotis ciliolabrum								LC									LC			
3303	Myotis cobanensis								DD								DD				
3304	Myotis csorbai				DD				DD								DD				
3305	Myotis dasycneme								NT								NT				
3306	Myotis daubentonii								LC												
3307	Myotis davidii								LC											LC	
3308	Myotis dieteri								DD											DD	
3309	Myotis diminutus																	DD			
3310	Myotis dinellii								LC								LC				
3311	Myotis dominicensis								VU								VU				
3312	Myotis elegans								LC								LC				
3313	Myotis emarginatus								LC								LC				
3314	Myotis escalerai																	LC			
3315	Myotis evotis								LC									LC			
3316	Myotis federatus																	DD			
3317	Myotis fimbriatus																			LC	
3318	Myotis findleyi								EN								EN				
3319	Myotis formosus								LC												
3320	Myotis fortidens								LC									LC			
3321	Myotis frater								DD												
3322	Myotis gomantongensis								LC												
3323	Myotis goudoti								LC									LC			
3324	Myotis grisescens								NT										VU		
3325	Myotis hajastanicus								CR												
3326	Myotis hasseltii								LC												
3327	Myotis hermani								DD								DD				
3328	Myotis horsfieldii								LC											LC	
3329	Myotis ikonnikovi								LC												
3330	Myotis indochinensis																			DD	
3331	Myotis insularum								DD												
3332	Myotis izecksohni																	DD			
3333	Myotis keaysi								LC								LC				
3334	Myotis keenii								LC									LC			
3335	Myotis laniger								LC											LC	
3336	Myotis lavali																	LC			
3337	Myotis leibii								LC										EN		
3338	Myotis levis								LC								LC				
3339	Myotis longipes								DD								DD				
3340	Myotis lucifugus								LC										EN		
3341	Myotis macrodactylus								LC											LC	
3342	Myotis macropus								LC												
3343	Myotis macrotarsus								NT											LC	
3344	Myotis martiniquensis																NT				
3345	Myotis melanorhinus								LC									LC			
3346	Myotis moluccarum								LC												
3347	Myotis montivagus								LC												
3348	Myotis morrisi				VU				DD											DD	
3349	Myotis muricola																			LC	
3350	Myotis myotis								LC								LC				
3351	Myotis mystacinus								LC								LC				
3352	Myotis nattereri								LC												
3353	Myotis nesopolus								LC								LC				
3354	Myotis nigricans								LC											LC	
3355	Myotis nipalensis								LC											LC	
3356	Myotis nyctor																VU				
3357	Myotis occultus								LC										LC		
3358	Myotis oreias								DD								DD				
3359	Myotis oxyotus								LC										LC		
3360	Myotis peninsularis								EN								EN				
3361	Myotis pequinius								LC											LC	
3362	Myotis peytoni																	DD			
3363	Myotis pilosus								NT											VU	
3364	Myotis planiceps								EN								EN				
3365	Myotis pruinosus								EN											EN	
3366	Myotis punicus				DD				NT								DD				
3367	Myotis ridleyi								NT												
3368	Myotis riparius								LC								LC				
3369	Myotis rosseti								LC												
3370	Myotis ruber								NT											NT	
3371	Myotis rufopictus								DD								DD				
3372	Myotis schaubi								DD								DD				
3373	Myotis scotti				VU				VU									VU			
3374	Myotis secundus																	LC			
3375	Myotis septentrionalis								LC										NT		
3376	Myotis sicarius				VU				VU											VU	
3377	Myotis siligorensis								LC												
3378	Myotis simus								DD								DD				
3379	Myotis sodalis								EN								NT				
3380	Myotis soror																	DD			
3381	Myotis stalkeri								DD												
3382	Myotis thysanodes								LC									LC			
3383	Myotis tricolor				LC				LC									LC			
3384	Myotis velifer								LC											LC	
3385	Myotis vivesi								VU								VU				
3386	Myotis volans								LC											LC	
3387	Myotis welwitschii				LC				LC									LC			
3388	Myotis yanbarensis								CR											CR	
3389	Myotis yumanensis								LC											LC	
3390	Myrmecobius fasciatus								EN								EN				
3391	Myrmecophaga tridactyla						NT		NT		VU				VU						
3392	Mysateles melanurus								VU										VU		
3393	Mysateles prehensilis								NT												
3394	Mystacina tuberculata								VU												
3395	Mystromys albicaudatus			EN	EN				EN											VU	
3396	Myzopoda aurita								LC									LC			
3397	Myzopoda schliemanni								LC									LC			
3398	Naemorhedus baileyi								VU												
3399	Naemorhedus caudatus								VU												
3400	Naemorhedus goral								NT												
3401	Naemorhedus griseus								VU												
3402	Nandinia binotata								LC							LC					
3403	Nanger dama						CR		CR								CR				
3404	Nanger granti								LC								LC				
3405	Nanger soemmerringii							VU	VU								VU				
3406	Nannosciurus melanotis								LC								LC				
3407	Nannospalax ehrenbergi				LC				DD												
3408	Nannospalax leucodon								DD												
3409	Nannospalax xanthodon								DD												
3410	Nanonycteris veldkampii				LC				LC									LC			
3411	Napaeozapus insignis								LC								LC				
3412	Nasalis larvatus								EN												
3413	Nasua narica								LC								LC				
3414	Nasua nasua								LC								LC				
3415	Nasuella meridensis																EN				
3416	Nasuella olivacea																NT				
3417	Natalus espiritosantensis								NT								NT				
3418	Natalus jamaicensis								CR								CR				
3419	Natalus major								NT								NT				
3420	Natalus mexicanus																			LC	
3421	Natalus primus								CR								VU				
3422	Natalus stramineus								LC								LC				
3423	Natalus tumidirostris								LC								LC				
3424	Neacomys dubosti								LC									LC			
3425	Neacomys guianae								LC								LC				
3426	Neacomys minutus								LC									LC			
3427	Neacomys musseri								LC									LC			
3428	Neacomys paracou								LC									LC			
3429	Neacomys pictus								DD											DD	
3430	Neacomys spinosus								LC								LC				
3431	Neacomys tenuipes								LC								LC				
3432	Neamblysomus gunningi						EN		EN							EN					
3433	Neamblysomus julianae						CR		CR							CR					
3434	Necromys amoenus								LC								LC				
3435	Necromys benefactus								LC								LC				
3436	Necromys lactens								LC								LC				
3437	Necromys lasiurus								LC								LC				
3438	Necromys lenguarum								LC								LC				
3439	Necromys obscurus								NT											LC	
3440	Necromys punctulatus								DD											DD	
3441	Necromys temchuki								LC								LC				
3442	Necromys urichi								LC								LC				
3443	Nectogale elegans								LC								LC				
3444	Nectomys apicalis								LC								LC				
3445	Nectomys grandis																			DD	
3446	Nectomys palmipes								LC								LC				
3447	Nectomys rattus								LC								LC				
3448	Nectomys squamipes								LC								LC				
3449	Nelsonia goldmani								EN											EN	
3450	Nelsonia neotomodon								NT											LC	
3451	Neodon forresti								DD								DD				
3452	Neodon irene								LC								LC				
3453	Neodon juldaschi								LC								LC				
3454	Neodon linzhiensis																DD				
3455	Neodon sikimensis								LC								LC				
3456	Neofelis diardi								VU							VU					
3457	Neofelis nebulosa		VU						VU							VU	VU				
3458	Neofiber alleni								LC			LC					LC				
3459	Neohylomys hainanensis								EN								EN				
3460	Neomicroxus bogotensis								LC								LC				
3461	Neomicroxus latebricola								VU								VU			EN	
3462	Neomonachus schauinslandi								CR							EN					
3463	Neomys anomalus								LC								LC				
3464	Neomys fodiens								LC								LC				
3465	Neomys teres								LC								LC				
3466	Neonycteris pusilla								VU								DD				
3467	Neophascogale lorentzii								LC								LC				
3468	Neophoca cinerea								EN							EN					
3469	Neophocaena asiaeorientalis											VU	VU					EN			
3470	Neophocaena phocaenoides											VU	VU					VU			
3471	Neopteryx frosti								EN								EN				
3472	Neoromicia brunnea				NT				NT												
3473	Neoromicia capensis				LC				LC						LC			LC			
3474	Neoromicia flavescens				DD				DD						DD					DD	
3475	Neoromicia guineensis				LC				LC						LC			LC			
3476	Neoromicia helios				DD				DD						DD					DD	
3477	Neoromicia isabella																	DD			
3478	Neoromicia malagasyensis								EN											VU	
3479	Neoromicia matroka								LC									LC			
3480	Neoromicia melckorum				DD				DD						DD					DD	
3481	Neoromicia nana				LC				LC						LC			LC			
3482	Neoromicia rendalli				LC				LC									LC			
3483	Neoromicia robertsi																	DD			
3484	Neoromicia roseveari																	EN			
3485	Neoromicia somalica				LC				LC						LC			LC			
3486	Neoromicia tenuipinnis				LC				LC									LC			
3487	Neoromicia zuluensis				LC				LC									LC			
3488	Neotamias alpinus								LC								LC				
3489	Neotamias amoenus								LC								LC				
3490	Neotamias bulleri								VU								VU				
3491	Neotamias canipes								LC								LC				
3492	Neotamias cinereicollis								LC								LC				
3493	Neotamias dorsalis								LC								LC				
3494	Neotamias durangae								LC								LC				
3495	Neotamias merriami								LC								LC				
3496	Neotamias minimus								LC								LC				
3497	Neotamias obscurus								LC								LC				
3498	Neotamias ochrogenys								LC								LC				
3499	Neotamias palmeri								EN								EN				
3500	Neotamias panamintinus								LC								LC				
3501	Neotamias quadrimaculatus								LC								LC				
3502	Neotamias quadrivittatus								LC								LC				
3503	Neotamias ruficaudus								LC								LC				
